rating,review_date,location,username,review_text,fit_feedback,comfort_feedback,recommend_feedback,product_name,is_promo,color,full_price,is_discounted,current_price,stock_label,word_count,sentiment_label,discount_amount,vader_compound,vader_pos,vader_neg,vader_neu,vader_label,rating_label
5.0,"Oct 18, 2019",,GabyS,cute but small i bought these for my son and he was really excited to get them however when we received them the size 10 felt more like an 8 they are narrow and not great for kids with wide or chunky feet they are really nice and i would he loved them for my son gabys oct 18 2019 originally posted at macy s 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,68,Positive,0.0,0.9358,0.236,0.056,0.707,Positive,Positive
5.0,"Sep 10, 2023",US,VictorG846330372,jordan 1 i love the black brown color scheme the suede on them they are for my grandson the double jj ,Runs Big,Average,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,21,Positive,0.0,0.7351,0.267,0.0,0.733,Positive,Positive
5.0,"Sep 10, 2023",US,Beautiful,beautiful these shoes are a beauty they look great they are very comfortable and they look even better on foot i am so happy i was able to get these what a great birthday gift to myself i love my shoes and they came very quick megansade sep 10 2023 location us 0 0 flag,True to Size,Very Comfortable,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,55,Positive,0.0,0.9884,0.467,0.0,0.533,Positive,Positive
5.0,"Sep 10, 2023",US,Raymond226289686,i love them the colors and style are awesome,True to Size,Very Comfortable,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,9,Positive,0.0,0.8519,0.58,0.0,0.42,Positive,Positive
5.0,"Sep 10, 2023",US,Lizmary1229,loved them lizmary1229 sep 10 2023 location us 0 0 flag,Runs Small,Average,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,11,Positive,0.0,0.5994,0.328,0.0,0.672,Positive,Positive
5.0,"Sep 10, 2023",US,brittanyk346179995,ones for the win love these for fall the brown is so nice in person they are comfortable and fit true to size i like to pair these with a sweatsuit ,True to Size,Average,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,31,Positive,0.0,0.971,0.508,0.0,0.492,Positive,Positive
5.0,"Sep 10, 2023",US,Jacob950158138,very comfortable shoe and very nice love wearing them thank you nike ,True to Size,Very Comfortable,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,12,Positive,0.0,0.9282,0.631,0.0,0.369,Positive,Positive
4.0,"Sep 6, 2023","CA, US",KieraA376645739,regular shoe box good shoe but i m mad the gs sizes don t always get the good boxes as men s sizes lost 1 star for that ,True to Size,Average,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,28,Positive,0.0,-0.3506,0.181,0.226,0.593,Negative,Positive
5.0,"Aug 17, 2023",US,JuliaD737927024,9 year old shoe loving son is thrilled my son is young but he knows what he wants likes as soon as he saw this style he had his heart set on them and they look great on him he looks forward to wearing them on the first day of school and he was quite impressed with the detailed packaging as well as the box and fissure paper match the print shipping was fast ,True to Size,Very Comfortable,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,74,Positive,0.0,0.9682,0.239,0.0,0.761,Positive,Positive
5.0,"Jul 31, 2023",US,Ethan14604755,definitely what they say they are but so much better in person thank you nike omg these shoes are one of a kind to me love them so much but i think from my own perspective everybody needs foam crease protection because when i first wore these amazing shoes they got a crease so i am getting foam crease protection so just warning u before u get any pair of shoes like air forces or air jordans 1 get foam crease protection otherwise your shoes will be creased and it s such a read more,True to Size,Very Comfortable,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,95,Positive,0.0,0.9792,0.26,0.032,0.708,Positive,Positive
5.0,"Jul 28, 2023",US,Daniil431499335,great shoes super great shoes they fit very well and look soooo good the greatest shoe ever made,True to Size,Very Comfortable,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,18,Positive,0.0,0.9753,0.687,0.0,0.313,Positive,Positive
5.0,"Jul 28, 2023",US,Danielle344915741,love the colors hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,True to Size,Average,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,4,Positive,0.0,0.6369,0.583,0.0,0.417,Positive,Positive
5.0,"Jul 21, 2023",US,MikeP324146869,not only do they look great they are super comfortable ,True to Size,Very Comfortable,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,10,Positive,0.0,0.9062,0.617,0.0,0.383,Positive,Positive
5.0,"Jul 19, 2023",US,Jessyka617804639,definitely recommend super cute shoes i love them and can t wait to wear them to school ,True to Size,Average,Yes,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,17,Positive,0.0,0.946,0.62,0.0,0.38,Positive,Positive
5.0,"Jul 17, 2023","CA, US",christineb786040871,the best the best shoes in the world get them christineb786040871 jul 17 2023 location ca us 0 0 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,20,Positive,0.0,0.8555,0.344,0.0,0.656,Positive,Positive
5.0,"Jul 11, 2023","Memphis, TN, US",Kyra155192971,they look good and smell soo good kyra155192971 jul 11 2023 location memphis tn us 0 0 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,18,Positive,0.0,0.7003,0.293,0.0,0.707,Positive,Positive
5.0,"Jul 10, 2023","Deltona, US",Great,great it is the perfect shoe in the box it has a very cool design delmyb10815406 jul 10 2023 location deltona us 0 0 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,25,Positive,0.0,0.8858,0.354,0.0,0.646,Positive,Positive
5.0,"Jul 7, 2023","Marietta, Georgia, GE",Benita719206542,loved the color green it s my favorite color leather texture is awesome recommend this shoe hard satisfied withe the green benita719206542 jul 7 2023 location marietta georgia ge 1 0 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,32,Positive,0.0,0.9423,0.411,0.035,0.554,Positive,Positive
5.0,"Jul 3, 2023","SC, US",ygreen5960,love them and got many compliments they are very comfortable no complaints here ygreen5960 jul 3 2023 location sc us 1 0 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,23,Positive,0.0,0.7228,0.339,0.176,0.485,Positive,Positive
5.0,"Jul 2, 2023","23231, VA, US",JonasiaR428362129,amazing shoe feel and look amazing shipping was very fast said the shoe wouldn t arrive till july 11 and the shoes were at my doorstep within 3 days definitely will order from here again 10 10 jonasiar428362129 jul 2 2023 location 23231 va us 0 0 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,48,Positive,0.0,0.8834,0.205,0.0,0.795,Positive,Positive
5.0,"Jul 2, 2023","Virginia beach, VA, US",Alianna620338414,nice shoes i love these shoes unlike some jordan 1s i have these are actually pretty comfortable i love the colors too and find it easy to match with the mixed laces that the shoe comes with are also nice they look good with the mix match way i laced the shoes i 100 recommend alianna620338414 jul 2 2023 location virginia beach va us 0 0 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,67,Positive,0.0,0.9814,0.365,0.0,0.635,Positive,Positive
5.0,"Jun 28, 2023","Knoxville, TN, US",yisheniqueg705270849,shoes are so amazing i love them yisheniqueg705270849 jun 28 2023 location knoxville tn us 0 0 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,18,Positive,0.0,0.8846,0.418,0.0,0.582,Positive,Positive
5.0,"Jun 27, 2023","GA, US",ShuntellH349621466,great shoe love the color just purchased some pink laces for them shuntellh349621466 jun 27 2023 location ga us 0 0 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,22,Positive,0.0,0.8519,0.316,0.0,0.684,Positive,Positive
5.0,"Jun 24, 2023","Dallas, TX, US",mhsenior0621,literally obsessed to be honest i found the shoes be down right amazing i didn t have any intention of purchasing these and just going to add to the collection but once i laced them with green laces for a pop of color i became obsessed within a matter of minutes so in love with these sneakers mhsenior0621 jun 24 2023 location dallas tx us 0 0 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,68,Positive,0.0,0.9147,0.215,0.048,0.737,Positive,Positive
5.0,"Jun 20, 2023","Van Nuys, CA, US",AstridG74838383, cute astridg74838383 jun 20 2023 location van nuys ca us translate review 0 0 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,15,Positive,0.0,0.4588,0.2,0.0,0.8,Positive,Positive
2.0,"Jun 17, 2023","Stafford, VA, US",lisaa139318865,how comfortable was this product average huge disappointment i love 1 s but these were a huge disappointment for me mine arrived smelling like industrial glue and within 15 minutes of wearing them they were creasing at the toes thankful i could return them should ve taken a picture before i returned them but thank nike for your awesome return policy lisaa139318865 jun 17 2023 location stafford va us 0 0 flag response from nike we re sorry to hear your aj1s didn t work out lisa but glad you were able to take advantage of our no questions asked return policy jun 20 2023,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,105,Negative,0.0,0.9726,0.265,0.087,0.649,Positive,Negative
5.0,"Jun 4, 2023",,MindyUSF,good shoe mindyusf jun 4 2023 0 0 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,9,Positive,0.0,0.4404,0.367,0.0,0.633,Positive,Positive
5.0,"Mar 26, 2023",,Amazing,amazing amazing shoe i bought this and loved them shahzada205075209 mar 26 2023 11 3 flag,,,,Air Jordan 1 High OG,False,Black/White/Light Smoke Grey/Fire Red,140,False,140.0,BEST_SELLER,16,Positive,0.0,0.91,0.511,0.0,0.489,Positive,Positive
5.0,"Aug 20, 2023",US,JasonC694548807,great j s worth the price excellent fit and look bought for my son for 9th grade already had many compliments and offers to buy his j s in the first week ,True to Size,Very Comfortable,Yes,Air Jordan 1 Mid SE,False,Sail/Light Steel Grey/Black,135,False,135.0,BEST_SELLER,32,Positive,0.0,0.9313,0.393,0.0,0.607,Positive,Positive
5.0,"Aug 20, 2023",US,James545295910,this shoe is a perfect back to school shoe for the fall i look great in then and love them,True to Size,Very Comfortable,Yes,Air Jordan 1 Mid SE,False,Sail/Light Steel Grey/Black,135,False,135.0,BEST_SELLER,20,Positive,0.0,0.9186,0.444,0.0,0.556,Positive,Positive
4.0,"Aug 12, 2023",Oklahoma,carleigh86,the no logo on the side of the shoe is kinda weird but i m not sure if it s supposed to be like that or not other than that look great and fit nice carleigh86 aug 12 2023 location oklahoma originally posted at hibbett sports 1 0 flag,,,,Air Jordan 1 Mid SE,False,Sail/Light Steel Grey/Black,135,False,135.0,BEST_SELLER,49,Positive,0.0,0.9274,0.273,0.09,0.637,Positive,Positive
5.0,"Aug 6, 2023",AL,Location,beautiful shoe new school show and my daughter is in love with the color a watson aug 6 2023 location al originally posted at hibbett sports 0 0 flag,,,,Air Jordan 1 Mid SE,False,Sail/Light Steel Grey/Black,135,False,135.0,BEST_SELLER,29,Positive,0.0,0.8442,0.26,0.0,0.74,Positive,Positive
5.0,"Jul 31, 2023","Baltimore, Maryland",Location,hot color love the color goes with almost any outfit shoes are liked by everyone compliments compliments compliments lil feet long jul 31 2023 location baltimore maryland originally posted at hibbett sports 0 0 flag,,,,Air Jordan 1 Mid SE,False,Sail/Light Steel Grey/Black,135,False,135.0,BEST_SELLER,35,Positive,0.0,0.9337,0.35,0.0,0.65,Positive,Positive
5.0,"Jul 29, 2023",Albemarle nc,Great,great idk why other reviews say there is no jordan logo there is right on the side its the outline of the symbol and jordan jumpman on the tongue of the shoe i actually like that about them they re different very comfortable true to size they do not come with extra laces originally most shoes dont it s embroidered textured easy to wipe clean jameirra jul 29 2023 location albemarle nc originally posted at hibbett sports 0 0 flag,,,,Air Jordan 1 Mid SE,False,Sail/Light Steel Grey/Black,135,False,135.0,BEST_SELLER,80,Positive,0.0,0.9457,0.209,0.04,0.752,Positive,Positive
5.0,"Jul 24, 2023",US,AVAC740772618,air jordan rocks super awesome super cute shoes my granddaughter loves her air jordan 1 excellent color fits really nice and very comfortable ,True to Size,Very Comfortable,Yes,Air Jordan 1 Mid SE,False,Sail/Light Steel Grey/Black,135,False,135.0,BEST_SELLER,23,Positive,0.0,0.9834,0.674,0.0,0.326,Positive,Positive
5.0,"Jul 16, 2023","Milwaukee, WI, US",sherittaw873933380,love love love them nice color nice fit and gorgeous sherittaw873933380 jul 16 2023 location milwaukee wi us 1 0 flag,,,,Air Jordan 1 Mid SE,False,Sail/Light Steel Grey/Black,135,False,135.0,BEST_SELLER,21,Positive,0.0,0.9769,0.673,0.0,0.327,Positive,Positive
5.0,"Jul 16, 2023","MS, US",Good,good went up 1 2 a size for a better fit the material is soft and easy to clean overall good shoe hailees14825456 jul 16 2023 location ms us 0 1 flag,,,,Air Jordan 1 Mid SE,False,Sail/Light Steel Grey/Black,135,False,135.0,BEST_SELLER,32,Positive,0.0,0.9413,0.457,0.0,0.543,Positive,Positive
5.0,"Jul 14, 2023","FL, US",renae80392940,loved them so much they are so soft and fit perfectly renae80392940 jul 14 2023 location fl us 0 0 flag,,,,Air Jordan 1 Mid SE,False,Sail/Light Steel Grey/Black,135,False,135.0,BEST_SELLER,21,Positive,0.0,0.8971,0.404,0.0,0.596,Positive,Positive
4.0,"Sep 8, 2023",US,angelf834880190,good price came earlier than expected,Runs Big,Very Comfortable,Yes,Nike Air VaporMax Plus,False,Work Blue/Diffused Blue/White/Cool Grey,210,True,168.97,IN_STOCK,6,Positive,41.03,0.4404,0.367,0.0,0.633,Positive,Positive
5.0,"Sep 2, 2023",US,Troy2109,love my af 1 fresh this is a solid win for me i love this version of the af 1 fresh i love the comfort the af 1 offers but i prefer to ware mine without socks the fresh offers a leather insole that i find to be quite comfortable against by bare foot its perforated to help move air so my feet don t get hot or sweaty they are super easy to clean regular sneaker wipes do the job keeping them looking like new i read more troy2109 sep 2 2023 location us size you normally wear 11 5 0 0 flag,True to Size,Very Comfortable,Yes,Nike Air VaporMax Plus,False,Work Blue/Diffused Blue/White/Cool Grey,210,True,168.97,IN_STOCK,104,Positive,41.03,0.9912,0.373,0.0,0.627,Positive,Positive
5.0,"Aug 29, 2023",US,lisab259023764,very versatile my son loves this shoe very clean and comfy wears with sporty outfits and dress up outfits ,True to Size,Very Comfortable,Yes,Nike Air VaporMax Plus,False,Work Blue/Diffused Blue/White/Cool Grey,210,True,168.97,IN_STOCK,19,Positive,41.03,0.7713,0.282,0.0,0.718,Positive,Positive
5.0,"Aug 26, 2023",US,JoseM77988225,i really love these shoes i can t live without them,True to Size,Very Comfortable,Yes,Nike Air VaporMax Plus,False,Work Blue/Diffused Blue/White/Cool Grey,210,True,168.97,IN_STOCK,11,Positive,41.03,0.6697,0.391,0.0,0.609,Positive,Positive
5.0,"Aug 21, 2023",US,Anthony50661336,nice fitting shoe great fitting shoe inside and bottom nike never disappoint me,True to Size,Very Comfortable,Yes,Nike Air VaporMax Plus,False,Work Blue/Diffused Blue/White/Cool Grey,210,True,168.97,IN_STOCK,13,Positive,41.03,0.8465,0.478,0.0,0.522,Positive,Positive
5.0,"Aug 17, 2023",US,Katrina,best air force 1s i bought these for my cousin and his dad wanted them after i received them there are leather and very neat i wish they had my size i was getting them also for kids who don t care shoes especially white this is the best shoes for them katrina aug 17 2023 location us size you normally wear 10 0 0 flag response from nike glad they found their perfect pairs aug 18 2023,True to Size,Very Comfortable,Yes,Nike Air VaporMax Plus,False,Work Blue/Diffused Blue/White/Cool Grey,210,True,168.97,IN_STOCK,78,Positive,41.03,0.9766,0.277,0.0,0.723,Positive,Positive
5.0,"Aug 17, 2023",US,RakemaW24524484,timeles classic a timeless classic nothing like a pair of clean fresh smelling and crisp air force 1 lows i could not beat the price either i can almost never find these on sale ,True to Size,Very Comfortable,Yes,Nike Air VaporMax Plus,False,Work Blue/Diffused Blue/White/Cool Grey,210,True,168.97,IN_STOCK,34,Positive,41.03,0.2709,0.147,0.115,0.737,Positive,Positive
