rating,review_date,location,username,review_text,fit_feedback,comfort_feedback,recommend_feedback,product_name,is_promo,color,full_price,is_discounted,current_price,stock_label,word_count,sentiment_label,discount_amount,vader_compound,vader_pos,vader_neg,vader_neu,vader_label,rating_label
5.0,"Nov 19, 2022",,Cute,cute this shoe is so cute on my foot my boyfriend was jealous so he got a pair jordan sneaker nov 19 2022 originally posted at hibbett sports 1 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,31,Positive,24.03,0.4588,0.176,0.088,0.735,Positive,Positive
5.0,"Nov 19, 2022",Fargo North Dakota,Location,nice product very nice product and beautiful colors i really love it gbaway karlor nov 19 2022 location fargo north dakota originally posted at hibbett sports 1 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,29,Positive,24.03,0.9324,0.389,0.0,0.611,Positive,Positive
5.0,"Nov 18, 2022",Atlanta,Location,love love love the shoe is very comfortable and the color is very vibrant i m in love nicole y nov 18 2022 location atlanta originally posted at hibbett sports 0 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,33,Positive,24.03,0.9778,0.523,0.0,0.477,Positive,Positive
5.0,"Nov 18, 2022",South Carolina,OgCook1017,trendsetter jordan s is what i call them fantastic buy i love the colors first thing that caught my eyes i m very noticeable when i arrive there fresh first comment that comes from people is those are fresh i love the attention i get when wearing these js my friends even went out and bought a pair ogcook1017 nov 18 2022 location south carolina originally posted at hibbett sports 1 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,73,Positive,24.03,0.9623,0.26,0.0,0.74,Positive,Positive
5.0,"Nov 18, 2022",Roxboro NC,Newman35,yes buddy i m super excited about this one ice cold super fast delivery i m very excited about this it s a wonderful purchase i looked everywhere and couldn t find them i m beyond excited newman35 nov 18 2022 location roxboro nc originally posted at hibbett sports 1 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,52,Positive,24.03,0.9657,0.393,0.0,0.607,Positive,Positive
5.0,"Nov 15, 2022",Georgia,MsCiara,love them alot fire shoes fr fr i love the colors in memory of my friend llt1 msciara nov 15 2022 location georgia originally posted at hibbett sports 1 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,31,Positive,24.03,0.8807,0.305,0.063,0.632,Positive,Positive
4.0,"Nov 15, 2022",Ohio,Maniblo,laker pro laker proof they look like the shoes the lakers would wear coming to the press room after the game maniblo nov 15 2022 location ohio originally posted at hibbett sports 1 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,35,Positive,24.03,0.3612,0.072,0.0,0.928,Positive,Positive
5.0,"Nov 14, 2022",Las Vegas,Location,great shopping experience great place to shop everyone is very helpful lots of gear to choose from los dog nov 14 2022 location las vegas originally posted at hibbett sports 1 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,33,Positive,24.03,0.9061,0.287,0.0,0.713,Positive,Positive
5.0,"Nov 14, 2022",,VelE,lakers 1s looks even better in person colors are really bold vele nov 14 2022 originally posted at hibbett sports 0 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,23,Positive,24.03,0.6997,0.234,0.0,0.766,Positive,Positive
5.0,"Nov 14, 2022","Baltimore, MD",Location,very stylish and comfortable shipping was great great shoe love the colors i have five more pai sir smokes alot nov 14 2022 location baltimore md originally posted at hibbett sports 1 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,34,Positive,24.03,0.9514,0.372,0.0,0.628,Positive,Positive
5.0,"Nov 13, 2022",TENNESSEE,sdun74,great colorway these are the perfect shoes to wear with your lakers gear product received for free or reviewed as part of a sweepstakes promotion teamnike sdun74 nov 13 2022 location tennessee originally posted at hibbett sports 0 0 flag,,,,Air Jordan 1 Mid,True,Lucky Green/White/Black,125,True,100.97,IN_STOCK,40,Positive,24.03,0.9022,0.246,0.0,0.754,Positive,Positive
5.0,"Nov 13, 2022",Indianapolis,Location,better than other shoe sites always quick delivery and loved the shoes arrived in 3 days p love nov 13 2022 location indianapolis originally posted at hibbett sports 1 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,31,Positive,24.03,0.9001,0.314,0.0,0.686,Positive,Positive
5.0,"Nov 12, 2022","London, GB",alkins689485265,great ones great fit very good build quality alkins689485265 nov 12 2022 location london gb 0 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,18,Positive,24.03,0.9312,0.537,0.0,0.463,Positive,Positive
5.0,"Nov 8, 2022",Biloxi Mississippi,Trujermaine,get this shoe i love this shoe if i can i will buy one more pair trujermaine nov 8 2022 location biloxi mississippi originally posted at hibbett sports 1 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,31,Positive,24.03,0.6369,0.149,0.0,0.851,Positive,Positive
5.0,"Nov 8, 2022",South Florida,Location,great colorway super fast shipping gorgeous shoes fast shipping shoes are packaged well for shipping too jennifer e nov 8 2022 location south florida originally posted at hibbett sports 0 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,32,Positive,24.03,0.9337,0.37,0.0,0.63,Positive,Positive
5.0,"Nov 1, 2022","Mason City, IA, US",RIchard819443770,i love jordans great looking shoe i m looking to buy these very soon richard819443770 nov 1 2022 location mason city ia us 1 0 flag,,,,Air Jordan 1 Mid,False,Lucky Green/White/Black,125,True,100.97,IN_STOCK,26,Positive,24.03,0.8519,0.316,0.0,0.684,Positive,Positive
4.0,"Aug 27, 2023",US,LisaT613958485,love them they do run small had to return first pair ,Runs Small,Average,Yes,Nike Air Max Correlate,False,White/New Green/Bright Mango/Black,100,False,100.0,IN_STOCK,11,Positive,0.0,0.6369,0.296,0.0,0.704,Positive,Positive
4.0,"Aug 21, 2023",US,Katherina640410210,run small the shoes look great however they run small and i will have to return them i did order the next size up though ,Runs Small,Uncomfortable,Yes,Nike Air Max Correlate,False,White/New Green/Bright Mango/Black,100,False,100.0,IN_STOCK,25,Positive,0.0,0.6249,0.157,0.0,0.843,Positive,Positive
5.0,"Aug 14, 2023",US,SNA000,very comfy i recommend ordering half a size bigger they run tight sna000 aug 14 2023 location us size you normally wear 8 0 0 flag,Runs Small,Very Comfortable,Yes,Nike Air Max Correlate,False,White/New Green/Bright Mango/Black,100,False,100.0,IN_STOCK,26,Positive,0.0,0.4173,0.122,0.0,0.878,Positive,Positive
4.0,"Aug 10, 2023",US,Good,good nice think good quality color is good,Runs Small,Uncomfortable,Yes,Nike Air Max Correlate,False,White/New Green/Bright Mango/Black,100,False,100.0,IN_STOCK,8,Positive,0.0,0.8885,0.742,0.0,0.258,Positive,Positive
5.0,"Aug 10, 2023",US,Juliana316187393,aight love the retro purple teal casual comfortable kicks,True to Size,Average,Yes,Nike Air Max Correlate,False,White/New Green/Bright Mango/Black,100,False,100.0,IN_STOCK,9,Positive,0.0,0.8519,0.608,0.0,0.392,Positive,Positive
5.0,"Jul 30, 2023",US,MinervaC943724777,true to size love these have them in the new green bright mango combination and always receive tons of compliments true to size such a great piece i am considering getting a second pair ,True to Size,Average,Yes,Nike Air Max Correlate,False,White/New Green/Bright Mango/Black,100,False,100.0,IN_STOCK,34,Positive,0.0,0.9612,0.438,0.0,0.562,Positive,Positive
5.0,"Jul 18, 2023","Canton, MI, US",Dana746685608,women s nike air max correlate my daughter loves them said their super comfy they did arrive with i glue spot on the back part of the outer side of right shoe which was not pleased about i have no transportation to go a return then so we re just going to keep them dana746685608 jul 18 2023 location canton mi us 0 0 flag,,,,Nike Air Max Correlate,False,White/New Green/Bright Mango/Black,100,False,100.0,IN_STOCK,65,Positive,0.0,0.6116,0.113,0.069,0.818,Positive,Positive
5.0,"Jul 8, 2023","Alhambra, CA, US",Alicia577810424,they need to be broken in i bought three pairs i wear a 9 5 and the 9 5 fit great after breaking them in i have the purple teal crimson yellow and black green pairs and they all felt tight at first since i broke the last two pair in the fit has been great super comfortable i m still working on the first pair but i m glad i didn t size up so far the correlates are the only shoes i don t have to size up on i held these up to a pair of air max 90s that are supposed to be the same size and the 90s are clearly much shorter alicia577810424 jul 8 2023 location alhambra ca us 0 0 flag,,,,Nike Air Max Correlate,False,White/New Green/Bright Mango/Black,100,False,100.0,IN_STOCK,128,Positive,0.0,0.9413,0.172,0.033,0.795,Positive,Positive
5.0,"Jul 5, 2023",US,Location,good sneakers order a half size larger i like these sneakers of all my nike sneakers these are the least comfortable i e i would not wear them to walk around they city all day if i were on vacation i recommend that you order a half size up to ensure a good fit elyse 861940591 jul 5 2023 location us 0 0 flag response from nike thanks for the feedback elyse 861940591 we always want you to be comfortable in each and every pair you know where to find us if you d like to chat about return or exchange options jul 6 2023,,,,Nike Air Max Correlate,False,White/New Green/Bright Mango/Black,100,False,100.0,IN_STOCK,105,Positive,0.0,0.9348,0.209,0.05,0.741,Positive,Positive
4.0,"Jun 20, 2023",US,ChantelL924222689,tight but cute i just got them so still need time to break them in but i can definitely tell they are tight either way i usually wear a size 7 1 2 and got a size 8 based on other reviews i m glad i sized up but they are still a little tight and i don t think it s due to being brand new overall they are cute and i love them chantell924222689 jun 20 2023 location us 1 0 flag,,,,Nike Air Max Correlate,False,White/New Green/Bright Mango/Black,100,False,100.0,IN_STOCK,84,Positive,0.0,0.9731,0.262,0.0,0.738,Positive,Positive
5.0,"Dec 2, 2019","Statesville , NC, US",porsherb348284823,if there were more colors i would get them all this shoe is comfy i love them porsherb348284823 dec 2 2019 location statesville nc us 5 0 flag,,,,Nike Air Max Correlate,False,White/New Green/Bright Mango/Black,100,False,100.0,IN_STOCK,28,Positive,0.0,0.6369,0.16,0.0,0.84,Positive,Positive
5.0,"Sep 3, 2023",US,kevinv41171953,air max 90 classic shoe in a great color way very comfortable and easily styled highly recommend ,True to Size,Very Comfortable,Yes,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,17,Positive,0.0,0.9209,0.523,0.0,0.477,Positive,Positive
5.0,"Sep 1, 2023",US,tracyr32354775,great buy the sneakers are light weight size to description and very comfortable ,True to Size,Very Comfortable,Yes,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,13,Positive,0.0,0.8268,0.412,0.0,0.588,Positive,Positive
5.0,"Aug 27, 2023",US,Classics,classics air max 90s are classics and always a stylish go to can t go wrong can be casual or hip because there air max 90s they fit snug not tight so maybe a half size up,True to Size,Average,Yes,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,37,Positive,0.0,0.0516,0.112,0.081,0.807,Positive,Positive
5.0,"Aug 25, 2023",US,Brody318176134,10 10 haven t even put them on and there a 10,True to Size,Average,Yes,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,12,Positive,0.0,0.0,0.0,0.0,1.0,Neutral,Positive
5.0,"Aug 24, 2023",US,JohnathanN892862096,quality shoes i m a size 10 and it was a perfect fit if you re wide footed maybe have to go up half a size also the shoes feel very light too which is nice can t wait to break them in ,True to Size,Very Comfortable,Yes,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,43,Positive,0.0,0.8402,0.209,0.0,0.791,Positive,Positive
5.0,"Aug 22, 2023",US,DanilW798378416,one of the most comfortable sneakers out there especially for very long distance walking or jumping rope,True to Size,Very Comfortable,Yes,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,17,Positive,0.0,0.5563,0.183,0.0,0.817,Positive,Positive
5.0,"Aug 21, 2023","Milwaukee, WI, US",Timothy598069716,classic style a classic design with a new color i ve never seen before always loved the look of air max 90s this is my second pair i bought through nike love em ,True to Size,Very Comfortable,Yes,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,33,Positive,0.0,0.8442,0.231,0.0,0.769,Positive,Positive
4.0,"Aug 16, 2023",,Kurt,bequemer sneaker sind meine ersten sportschuhe seit jahren sind sehr bequem und werde mir bestimmt wieder welche zulegen kurt aug 16 2023 translate review 0 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,27,Positive,0.0,0.0,0.0,0.0,1.0,Neutral,Positive
5.0,"Aug 15, 2023",US,coreyn969604710,very good shoe that i would recommend to anyone i would buy them again,True to Size,Very Comfortable,Yes,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,14,Positive,0.0,0.6901,0.363,0.0,0.637,Positive,Positive
5.0,"Aug 13, 2023","Glasgow, GB",farahhaq07,perfect airman 90 has had them before and wanted another pair as they are so comfortable farahhaq07 aug 13 2023 location glasgow gb 0 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,26,Positive,0.0,0.8377,0.265,0.0,0.735,Positive,Positive
5.0,"May 12, 2020",,Atljames,5 star shoes great comfort shoe that i highly recommend come in multi color for style you want be disappointed atljames may 12 2020 originally posted at hibbett sports 0 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,32,Positive,0.0,0.7645,0.291,0.084,0.625,Positive,Positive
5.0,"May 12, 2020",,BIGTIM719,air max 90 great value and extremely comfortable my child loves them bigtim719 may 12 2020 originally posted at hibbett sports 0 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,24,Positive,0.0,0.9299,0.434,0.0,0.566,Positive,Positive
5.0,"May 9, 2020",,0,love these sneakers great choice working sneakers and so comfortable may 9 2020 verified purchaser 0 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,18,Positive,0.0,0.9266,0.511,0.0,0.489,Positive,Positive
5.0,"May 8, 2020",,0,love these shoes i love the shoes the price was really good as well c keeling may 8 2020 originally posted at hibbett sports 0 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,27,Positive,0.0,0.932,0.437,0.0,0.563,Positive,Positive
5.0,"May 6, 2020",,Peter1,quality and shipping the order came in quick with zero flaws will be continuing to do business product received for free or reviewed as part of a sweepstakes promotion teamnike peter1 may 6 2020 originally posted at hibbett sports 0 0 flag,,,,Nike Air Max 90,True,NBY,130,False,130.0,BEST_SELLER,42,Positive,0.0,0.5106,0.082,0.0,0.918,Positive,Positive
5.0,"May 5, 2020",,Jonnyyboii,second favorite nike shoe ever most comfortable shoe ever this shoe is awesome and i highly recommend if you like air force 1s but wanna switch it up product received for free or reviewed as part of a sweepstakes promotion teamnike jonnyyboii may 5 2020 originally posted at nordstrom 0 0 flag,,,,Nike Air Max 90,True,NBY,130,False,130.0,BEST_SELLER,52,Positive,0.0,0.9176,0.267,0.0,0.733,Positive,Positive
5.0,"May 1, 2020",,Comfortable,comfortable very comfortable and stylish highly recommend wont regret tiger king may 1 2020 originally posted at hibbett sports 0 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,22,Positive,0.0,0.8998,0.444,0.0,0.556,Positive,Positive
5.0,"Apr 30, 2020",,90Airmax,90airmax the service was very fast and appreciated the shoes feel excellent on my feet especially since i work in a warehouse walking on concrete allday i would like to thank you or yall for such great service and i will be shopping with hibberts again i also passed on this information to a friend as well reginald g apr 30 2020 originally posted at hibbett sports 0 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,70,Positive,0.0,0.9668,0.286,0.0,0.714,Positive,Positive
5.0,"Apr 27, 2020","Wallingford, PA, US",C,perfect fit since we cannot get to a place where they sell sneakers because of covid 19 we had to purchase these online my husband was unsure about it as he is very picky about his footwear they arrived in a timely fashion and they fit perfectly he is very happy with them so i am ordering another pair for the future he walks a lot about 7 10 miles per day so another pair will be good c apr 27 2020 verified purchaser location wallingford pa us 1 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,91,Positive,0.0,0.9571,0.202,0.02,0.777,Positive,Positive
5.0,"Apr 21, 2020",,1,nice shoes comfortable and stylish haven t purchased nikes is many years because i was always let down by their lack of support for my flat feet these had great arch support gwen m apr 21 2020 originally posted at hibbett sports 1 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,45,Positive,0.0,0.9231,0.301,0.044,0.655,Positive,Positive
5.0,"Apr 10, 2020","Queens, NY, US",A,bangin as always nike is the best beyond any other sneaker i have ever wore a apr 10 2020 verified purchaser location queens ny us 0 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,28,Positive,0.0,0.6369,0.154,0.0,0.846,Positive,Positive
5.0,"Apr 6, 2020","Tracy, CA, US",C,nike air very nice casual and super confortable i love it c apr 6 2020 verified purchaser location tracy ca us 0 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,24,Positive,0.0,0.9227,0.469,0.0,0.531,Positive,Positive
5.0,"Apr 4, 2020",,3,happy customer this has always been a dream shoe so i was excited felt comfortable and looks really good mia khalifa apr 4 2020 3 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,27,Positive,0.0,0.908,0.446,0.074,0.48,Positive,Positive
5.0,"Apr 1, 2020",,Roblab2020,loving them amazing very comfortable and stylish at the same time roblab2020 apr 1 2020 originally posted at hibbett sports 0 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,23,Positive,0.0,0.9061,0.399,0.0,0.601,Positive,Positive
5.0,"Mar 30, 2020","Torrance, CA, US",L,classic air max 90 comfort the shoes have the classic styling with modern technology the fit and finish of the materials are great and the iron grey white dk smoke grey combo is clean i will purchase again as soon as another color scheme catches my eye l mar 30 2020 verified purchaser location torrance ca us 1 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,60,Positive,0.0,0.9042,0.221,0.0,0.779,Positive,Positive
5.0,"Mar 25, 2020","Cleveland , OH, US",ovoisaac,great casual style shoe great shoe very comfortable to walk in i totally recommend this shoes teamairmax ovoisaac mar 25 2020 location cleveland oh us 1 0 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,28,Positive,0.0,0.9467,0.45,0.0,0.55,Positive,Positive
5.0,"Mar 23, 2020",,Lynzie,air max look great and feel great my husband really enjoys the look of them lynzie mar 23 2020 originally posted at hibbett sports 1 1 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,27,Positive,0.0,0.9152,0.349,0.0,0.651,Positive,Positive
5.0,"Jan 30, 2020",,WaynieJ92,air max 90 guy nice fit and goes well with my polo shirt and khakis wayniej92 jan 30 2020 originally posted at hibbett sports 2 1 flag,,,,Nike Air Max 90,False,NBY,130,False,130.0,BEST_SELLER,27,Positive,0.0,0.7506,0.252,0.0,0.748,Positive,Positive
5.0,"Aug 15, 2023","Jacksonville, FL, US",JakeS507809159,pound for pound one of the best sneakers nike makes note this is for the triple black pair i m a little biased since the air max plus tn s have always formed the best for my foot and lifestyle but i truly feel this is one of the most underrated silhouettes nike has to offer at the moment the terrascape iteration of the plus has i feel actually improved on the original in many ways the first thing of note would be the sizing for read more,True to Size,Very Comfortable,Yes,Nike Air Max Terrascape Plus,False,Black/Anthracite/Black/Anthracite,185,True,120.97,IN_STOCK,88,Positive,64.03,0.9408,0.173,0.015,0.812,Positive,Positive
4.0,"Jul 27, 2023",US,Him902260448,product review good product nice quality shoes,Runs Small,Average,Yes,Nike Air Max Terrascape Plus,False,Black/Anthracite/Black/Anthracite,185,True,120.97,IN_STOCK,7,Positive,64.03,0.6908,0.533,0.0,0.467,Positive,Positive
5.0,"Jul 24, 2023",US,Arina149354647,size fits very cool sneakers comfortable and stylish,True to Size,Very Comfortable,Yes,Nike Air Max Terrascape Plus,False,Black/Anthracite/Black/Anthracite,185,True,120.97,IN_STOCK,8,Positive,64.03,0.7316,0.506,0.0,0.494,Positive,Positive
1.0,"Apr 27, 2023","VA, US",mep118,how did this product fit true to size not my favorite they look like they been chewed on at the bottoms mep118 apr 27 2023 location va us 1 2 flag,,,,Nike Air Max Terrascape Plus,False,Black/Anthracite/Black/Anthracite,185,True,120.97,IN_STOCK,31,Negative,64.03,0.6508,0.221,0.07,0.709,Positive,Negative
5.0,"Apr 21, 2023",,DB77,great shoe recently purchased these and instantly fell in love with them as soon as i put them on very comfortable shoes even after walking around for hours would definitely recommend db77 apr 21 2023 originally posted at champs sports 0 0 flag,,,,Nike Air Max Terrascape Plus,False,Black/Anthracite/Black/Anthracite,185,True,120.97,IN_STOCK,43,Positive,64.03,0.9633,0.369,0.0,0.631,Positive,Positive
5.0,"Jan 2, 2023","High Wycombe, London, GB",Location,must haves sweet as a nut fits amazing ultra comfortable true to size much more durable than the originals i had all them years back in the 90s although those was just tns or 110s when they was that price lol cop these bad boys now selling fast cool e jan 2 2023 location high wycombe london gb 1 2 flag,,,,Nike Air Max Terrascape Plus,False,Black/Anthracite/Black/Anthracite,185,True,120.97,IN_STOCK,61,Positive,64.03,0.926,0.259,0.05,0.691,Positive,Positive
2.0,"Aug 25, 2023",US,chimmyjim,would you recommend this product no run small my son is barely growing into 8c so we decided to go a size up for these sandals 9c so he would grow into them by next summer they fit as though they were his current shoe size and don t leave a lot of room for him to grow these are not true to size chimmyjim aug 25 2023 location us 0 0 flag,Runs Small,Average,No,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,73,Negative,0.0,0.1717,0.086,0.077,0.836,Positive,Negative
4.0,"Aug 21, 2023",US,CarlosC146571098,baby nike sandals my wife i chose the nike kawa sandals for our son the product fits true to size appear very comfortable on our son we d recommend this product ,True to Size,Very Comfortable,Yes,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,31,Positive,0.0,0.8357,0.255,0.0,0.745,Positive,Positive
5.0,"Aug 10, 2023",,Prettyriy,great shoes i love the shoes super affordable and convienant for my baby product received for free or reviewed as part of a sweepstakes promotion teamnike prettyriy aug 10 2023 originally posted at foot locker 0 0 flag,,,,Nike Kawa,True,Black/White/White/White,28,False,28.0,IN_STOCK,38,Positive,0.0,0.9477,0.341,0.0,0.659,Positive,Positive
3.0,"Aug 7, 2023",,sizing,sizing not true to size dianne aug 7 2023 originally posted at kohl s 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,17,Neutral,0.0,-0.3252,0.0,0.163,0.837,Negative,Neutral
5.0,"Jul 31, 2023",San diego,Anita12,my toddler loves them he hates putting on shoes but he loves these sandals he even brings them to me and they are so easy to put on this is the second size i purchased since the other ones are already small they run a bit small anita12 jul 31 2023 location san diego originally posted at hibbett sports 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,62,Positive,0.0,0.9111,0.183,0.028,0.789,Positive,Positive
4.0,"Jul 28, 2023","CA, US",mikes440659393,runs very small they super small bought in regular nike sneaker size and they were way too small bought a full size larger than regular nike sneaker size and these barely fit they re nice looking and easy to put on and take off though ,Runs Small,Average,Yes,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,45,Positive,0.0,0.9016,0.232,0.0,0.768,Positive,Positive
5.0,"Jul 23, 2023",US,terrilynb431740310,sooooo cutee my baby feet are soo cute with them on best thing ever,True to Size,Very Comfortable,Yes,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,14,Positive,0.0,0.802,0.375,0.0,0.625,Positive,Positive
5.0,"Jul 21, 2023",Stanton Texas,JN17,amazing shoe good fit light weight doesn t come off can wear in pool product received for free or reviewed as part of a sweepstakes promotion teamnike jn17 jul 21 2023 location stanton texas 1 0 flag,,,,Nike Kawa,True,Black/White/White/White,28,False,28.0,IN_STOCK,37,Positive,0.0,0.91,0.301,0.0,0.699,Positive,Positive
5.0,"Jul 20, 2023",,0,nike toddler sandals perfect for my toddler she hates wearing shoes so was looking for something easy to put on and off she seems to like them and doesn t complain to take them off also they are super cute mother of 3 girls jul 20 2023 originally posted at nordstrom 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,54,Positive,0.0,0.891,0.248,0.084,0.668,Positive,Positive
5.0,"Jul 19, 2023",US,JenniferP621679090,they run small these are so cute but my son trips over the front when he walks,Runs Small,Average,Yes,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,17,Positive,0.0,0.347,0.132,0.0,0.868,Positive,Positive
4.0,"Dec 30, 2019",,KNK4LIFE,love them but they run really small i had to order 3 different times to figure out my sons true size in these they run about 2 sizes too small besides that they are super cute and stay on good knk4life dec 30 2019 originally posted at kohl s 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,52,Positive,0.0,0.9661,0.322,0.0,0.678,Positive,Positive
5.0,"Dec 23, 2019",,MirandaB,light and easy great slideon light weight shoes for toddlers a good alternative to thongs mirandab dec 23 2019 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,22,Positive,0.0,0.872,0.382,0.0,0.618,Positive,Positive
5.0,"Dec 22, 2019",,Rapkins,toddlers comfort awesome flexable and perfectly made product with max comfort for the little one rapkins dec 22 2019 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,22,Positive,0.0,0.9231,0.454,0.0,0.546,Positive,Positive
5.0,"Dec 11, 2019",,Alistuhr,excellent toddler summer shoes great comfortable shoes for toddlers and actually stay on the feet unlike other brands alistuhr dec 11 2019 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,25,Positive,0.0,0.9022,0.357,0.0,0.643,Positive,Positive
4.0,"Dec 9, 2019",,Jessib,comfortable but small make nice material and comfortable but a bit tight across the top of the foot and needed a size bigger jessib dec 9 2019 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,30,Positive,0.0,0.91,0.373,0.0,0.627,Positive,Positive
5.0,"Dec 9, 2019",,Meek7,nike kawa slides these are great to quickly chuck on in summer the sizing is slightly smaller than normal buy one or two sizes up meek7 dec 9 2019 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,32,Positive,0.0,0.6249,0.128,0.0,0.872,Positive,Positive
3.0,"Dec 9, 2019",,Raerar,sandals a way smaller than actual size unfortunately they are almost two sizes smaller than the actual size nice sandals though raerar dec 9 2019 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,28,Neutral,0.0,0.1027,0.103,0.088,0.809,Positive,Neutral
2.0,"Dec 8, 2019",,0,cute but run small i ordered size 8c for my daughter she isn t that size yet it s supposed to be big for her but as soon as i opened the box i thought it was the wrong size they looked small compared to the other 8 shoes i received i tried them on her feet and they were squished now i have to go through the process or returning them amanda 56 dec 8 2019 originally posted at kohl s 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,85,Negative,0.0,-0.4854,0.026,0.054,0.919,Negative,Negative
5.0,"Dec 7, 2019",,Bron99k,soft and comfy stylish and comfy for little babies love the design bron99k dec 7 2019 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,19,Positive,0.0,0.6022,0.207,0.0,0.793,Positive,Positive
5.0,"Dec 3, 2019",,Caitlin104,summer shoes so cute definitely had to size up but they are a perfect summer shoe for toddlers caitlin104 dec 3 2019 0 0 flag,,,,Nike Kawa,False,Black/White/White/White,28,False,28.0,IN_STOCK,25,Positive,0.0,0.8581,0.345,0.0,0.655,Positive,Positive
